,Comments,Origin
4204,"Tenía que darle nuevas órdenes es la verdad, AMLO no es más que un títere",Universal
4205,"*Una conversación constructiva
¡¿Con ANLOTE como interlocutor?!
¡No 😔😂 me lo puedo dudar 😅!",Universal
4206,A amlo le ha de doler el sin esquinas de tantas dobladas!,Universal
4207,"Sobre cómo lo doblo Trump???, y a lo mejor le pidió lo mismo",Universal
4208,Algo así,Universal
4209,Lo volvieron a doblar,Universal
4210,Claro el doblado se volvió a doblar,Universal
4211,Como ayudar a cebtro america a mandarles MILLONES de dólares. Eso ea lo unico que le IMPORTA al peje,Universal
4212,Se las fue a ofrecer también.,Universal
4213,Se me ase que hoy no lo doblaron. Hoy lo arrodillaron,Universal
4214,"Migración???? más importante que el narcotráfico???
Más importante que desapariciones de mujeres y hombres??",Universal
4215,"Y desde cuándo se le llama "" plática constructiva "" a qué te la metan doblada como le gusta al kks 😂😂😂",Universal
4216,Dobladita telefónica,Universal
4217,Quiere que Biden también se la meta doblada como Trump,Universal
4218,"Claro, sigue siendo nuestro muro de contención de Centroamericano
s sin paga alguna.",Universal
4219,¿Otra vez se dobló?,Universal
4220,"Lo volvió a doblar otro predidente gringo, el debilucho de amlo, no tiene ni el valor, ni la capacidad para enfrentarlos, como dijo Paco Ignacio Taibo, lo doblaron.",Universal
4221,"Seguro Biden le leyó la cartilla (doblada) y le aplicó un jaloncito de orejas, nadamás!
Y no digo que se la dejo ir doblada, porque me va a tachar de vulgar. La frase la tiene patentada Pancho Nacho Taibo.",Universal
4222,Otra doblada,Universal
4223,Ya le dijeron que se ponga a trabajar y deje de estar de vieja chismosa todas las mañanas,Universal
4224,Otra bajada de pantalón,Universal
4225,Ya te pusieron de rodillas otra vez kkks traidor a la patria,Universal
4226,Mmmm aja..... si ..... migración....,Universal
4227,"Conversación?
Si lopez con trabajos puede decir una oración de tres palabras 😂",Universal
4228,"Otra vez, no puede ser ser se le fue doblada. .",Universal
4229,El mentiroso no le en tendió ?,Universal
4230,SI APENAS PUEDEN HABLAR ESTOS RUCOS,Universal
4231,Espero y no se haya doblado!!!....,Universal
4232,Jajaja quizá quisieron decir que se lo nalguiaron,Universal
4233,Lo dejaron más doblado que un rifle de balillas,Universal
4234,Ya nos regañaron al viejito jajajajjaa,Universal
4235,El Peje nada más sonríe no sabe ni que pedo nada más pide a dios no se la doblen de nuevo,Universal
4236,"Solo que !! para que sea Contructiva se nesecitan ""Biyullos"" ehhhh?...y no solo eso!!!.. por que habria que inventirlos donde esta la raiz de el Problema!!!!..q
ue es en Centro America cuantas veces lo tendria que repetir el Sr.Presidente Mxicano ehhh?",Universal
4237,Así dijo de Trump y ya supimos la verdad,Universal
4238,Y lo volvieron a empinar??,Universal
4239,Estres que parece cuatro,Universal
4240,Porque no me la creo?,Universal
4241,"No tiene ni idea de como sus empleados tratan a los usuarios de sus negocios, o tan solo critica este actuar para quedar como un humanista preocupado por los demás. Cualquiera que sea el caso , no es mas que un hipócrita. Si califico de esta manera al trabajador, como se calificaría a sus empleados de tienda y a los cobradores?; eso sin contar las quejas o denuncias de como manipulan las cuentas y roban descaradamente sus empleados a los clientes.",Universal
4242,Salinas Pliego ahorita rebuzna por todo.,Universal
4243,"Pues tambien habria que preguntarles los esclavos de Elektra, digo empleados haber como los tratan",Universal
4244,ESTOS CUATERNARIOS COMO SU JEFE DE PALACIO NO HAN ENTENDIDO QUE VIVEN DE LOS IMPUESTOS QUE PAGAN LOS EMPRESARIOS RICARDO.,Universal
4245,"Y los periodistas que, son ciudadanos de primer mundo? Ya que se bajen de su nube.
El señor Salinas solo se preocupa de “sus” periodistas como el los llama, el ciudadano común que se joda.",Universal
4246,Mientras no pague impuestos no tiene derecho ni a opinar ese tal por cual.,Universal
4247,Y el cobarde alza las manos inmediatamente ….. “ yo no hice nada”…,Universal
4248,"Cómo el trata Asus empleados...con
horarios matados y sueldos de miseria",Universal
4249,"Y tiene razón Ricardo Salinas, no normalicemos la violencia de ninguna índole, y ojalá el presidente cambie su discurso de odio hacia el periodismo que lo critica.",Universal
4250,"En este gobierno de Lopez Obrador, ser periodista y no estar aplaudiendo la corrupción el robo y delitos de lesa humanidad del gobierno es un Crímen contra el Estado y si no aparecen en la carcel aparecen muertos",Universal
4251,"Talvez o sólo talvez, el empresario está más bien molestó, por qué no es como los otros gobiernos y de que dejaban negociar para no pagar impuestos. Y ese es su odio. Con el gobierno federal",Universal
4252,"Y nos andamos quejando del trato a nuestros paisanos en la frontera con EEUU , yo creo que acá estamos mucho peor y ya me imagino la cantidad de cosas por la que han de pasar las personas que quieren cruzar a México sobre todo las mujeres, urge revisar esos asuntos",Universal
4253,Jajaja como trata a sus clientes y trabajadores se hace la.vistima,Universal
4254,Jajajaja...Los comentarios del empresario están intimamente ligados al cobro/ obligación de pagar sin excusa posible su adeudo con el SAT. eso es todo.,Universal
4255,"Pues todos siguen el ejemplo del de palacio ,todos los días contra periodistas lo peor es que agrede a mujeres periodistas con su verborrea ,ojalá no les pase nada ,pues se ve el coraje que les tiene ,que se cuiden todas las mujeres de México .",Universal
4256,"Y es correcto, pero pues también habría que ver como trata Salinas Pliego a sus clientes, empleados y adversarios, reitero tiene razón pero como que se mordió la lengua.",Universal
4257,"Q bien q los aline ya les falta a los periodistas, una buena alineada, en todo se meten hasta lo inventa quien sabe a lo mejor e insulto al señor de la guardia nacional con esos de q los periodistas son buenos para ocultar información, inventarla etc etc, y salen con su jalada q los agreden, respeta para q te respeten",Universal
4258,"El señor burns moderno, pinchi usurero",Universal
4259,"#salinaspliego y lo más tremendo es que la ruca no se inmutó por lo que hizo si guardia. Policía.achichi
ncle o lo que se",Universal
4260,"Ese tipo que empujó al reportero debe de estar preso., no puede haber gente así al servicio del pueblo son empleados de la nación 😡 no son dioses como ellos creen ....",Universal
4261,El tratará muy bien a su personal 🤣 que se pone a criticar…,Universal
4262,y de que privilegio gozan los periodistas para que deban ser tratados como reyes? esos estaban super vendidos y publicaban solo lo que sus jefes les ordenaban,Universal
4263,"Solo es por la cámara, ni crean que por el periodista",Universal
4264,Igual que el gobierno federal del cual es socio,Universal
4265,"Es increíble la bola de aplaudidores que justifican estás conductas, de personas soberbias, brutas, y violentas.",Universal
4266,"Los millonarios, las fronteras y el capitalismo, no deberían existir.",Universal
4267,De que Abla salinas de insulto como insultan sus cobradores a los clientes que tienen un credito con el y se atrasan con un pago como si el enseñará como se pagan las cuentas con asienda,Universal
4268,Cómo si el tratara de la mejor manera a sus empleados,Universal
4269,Sin duda salina pliego una gran aliado del pueblo de México y de la 4T,Universal
4270,"Vaya resentimientos,
de cuándo acá sé preocupa por ellos??? ....usted pagué lo que debe.",Universal
4271,"Pues si tiene razón Salinas Pliego, dónde queda la empatía por los humanos...",Universal
4272,"Si, si, pase a pagar los que le debe al SAT por favor.",Universal
4273,"Pagar Tus impuestos, Sr. SalinasPliego",Universal
4274,Bueno son la viva imagen de quién preside,Universal
4275,Es la misma delegada que acusan de corrupción?,Universal
4276,Anda ardido porque ahora si tiene que pagar impuestos como la mayoria de los mexicanos,Universal
4277,No ví que le hizo?,Universal
4278,"Este señor no es Santo de mi devoción, pero tiene toda la razón",Universal
4279,A veces se lo buscan enserio,Universal
4280,"Así se debe tratar a cualquier medio chayoteros como tv azteca, o como Salinas pliego trata a sus empleados, cajeros de banco azteca que trabajan 12 horas de 9 am a 9pm encerrados en un cubiculo de 3x3 metros",Universal
4281,A pagar deudas.,Universal
4282,Y justo ese gobierno es el que apoya usted...,Universal
4283,Normal es México Morena,Universal
4284,"Primero paga tus impuestos jajajajajaa, y pagarle bien a tus empleados",Universal
4285,Chairo vs chairo... de nuevo.,Universal
4286,Mejor que pague y luego se queje.,Universal
4287,Pero si ellos así tratan a la gente humilde en sus tiendas de qué se espanta,Universal
4288,Mejor que pague lo que debe de impuestos,Universal
4289,"No manchennnn. Nada pasó, y nomas se está victimizando.",Universal
4290,ya que pague mejor,Universal
4291,Salinas Pliego no puede ser más descarado!! “O me dejas evadir impuestos o uso a los medios para hablar mal de tu gobierno” En la pandemia tuvo a sus empleados trabajando hacinados y ahora resulta que le importa mucho la gente!,Universal
4292,Como cuando Salinas corrio a sus empleados comntagiados de covid,Universal
4293,Por eso sus pseudo actores y actrices y seguro su personal son racistas exclusionistas entonces por qué fingen ayudar a necesitados eso quiere desir que es clasicistas ahora se entiende por qué su empresa es la puta del prian pues son las mismas ratas,Universal
4294,Son un asco 🤮 Exacta mente Con los migrantes son Peor que cual quiera Un día u. Taxista me platicó en chiapas todo lo que les hace. A los migrantes y me quede horrorizada SI QUIEREN SABER. BAYAN A TAPACHULA CHIAPAS DE INCÓGNITOS Y PREGUEN A LOS TAXISTAS😳,Universal
4295,"Ese Salinas, es muy ojt con sus trabajadores, ahora que el SAT, lo requirio, ya se rompio las medias con su Obrador ñ, que tanto defendia.",Universal
4296,Imbécil se cree funcionario fuera ese tipo cruel,Universal
4297,"Ese infeliz del Salinas Pliego está acostumbrado a abusar del poder que tienen los medios de comunicación y quiere salirse siempre con la suya ACOSANDO con la presencia de sus lacayos a todos los ""entrevistados""
que NO QUIEREN SER ENTREVISTADOS .

¿ Salinas Pliego irá a pagar algún día TODO EL DAÑO QUE HA HECHO a varios de los artistas que tuvieron la desgracia de trabajar en el CANAL DEL DESAGÜE de TV APESTA?

¿Algún día pagará el préstanombres de Salinas Pliego, todo el daño que ha hecho a varios de sus trabajadores?

Tipo nauseabundo igual a todos su lacayos lame patas que se arrastran ante él, empezando por la bruja Mayor de su amante la Patricia Chapoy.

¿Qué le habrá visto a esa mujer tan horrible?

Son igual de malignos.",Universal
4298,"Y al rato el Peje también va a querer ""reformar el Oro y la Plata"" para ser el único en sacar aportaciones de la extracción de estos metales también.Para el Peje la palabra ""reforma"" son prácticas monopolicas para expropiar y cancelar los contratos existentes.
Pues es lo que pasó con el litio, había contratos de extracción de Litio que hizo el año pasado con la compañía China Gangfeng y con su reforma del litio ahora se canceló este contrato del cual ya sacó sus ""aportaciones"" pero no le importa está demanda ni las demandas por el T-MEC porque el dinero para el pago saldrá de la bolsa de todos los mexicanos, mientras el ya se llevó sus aportaciones.

Lo peor es que ahuyenta a los inversionistas para México y Biden en la junta virtual de hoy 29/4/22 ya le dijo que le gustaría que otros países de Latinoamérica se veneficien del comercio con EU y Canadá, al buen entendedor, no le gusto la expropiación socialista monopolica y ahora EU ya no va a invertir como antes en México.
Cuánto daño hizo este Peje con sus ocurrencias de sacar más aportaciones del Litio que ni siquiera tiene como para invertir la mitad de 2 bocas para poder extraer el litio.

https://
www.jornada.com.
mx/2021/12/19/
opinion/015a2pol

Ahora va a vender un nuevo contrato para que German Larrea o Carlos Slim extraigan el Litio y tenga más ""jugosas aportaciones"" a eso le llama blindar sus aportaciones, las cuales servirán para engrosar las cuentas de sus hijos.

Peje traidor a la patria por poner al ejercito al servicio de un presidente extranjero, por protejer más al narco y delincuencia, por soltar al hijo del Chapo, dejar morir a niños y personas con cáncer por falta de medicamentos, por el mal manejo de la pandemia, con miles de muertos, por las muertes de la línea 12, por los asesinatos de los campesinos y campesina en Chihuahua por el agua a manos de la ""Guardia"" necional (Border patrol según Trump), por doblegarse ante Trump, por la peor inflación en 21 años, por mal gastar recursos de los mexicanos, por deforestar selva en la región maya y vender la madera preciosa a otros países, por mandar a asesinar a los ambientalistas reales, por denostar y culpar de golpistas a cualquiera que piense diferente que el, por no luchar contra la corrupción, por el contrario liderearla, por vender nuestro Petróleo a la compañía rusa Lukoil junto con permiso de extracción por millones de barriles de petróleo, por la gasolina más cara de todos los sexenios, por expropiar el Litio para su beneficio y ahuyentar con eso la inversión en México, así como cancelar el contrato con Gangfeng por la extracción del Litio y hacer que los mexicanos paguemos por la demanda que recibirá de Gangfeng, por querer modificar la constitución para su reforma politico-electo
ral y perpetuarse en el poder, por eliminar el estado de derecho al violar las leyes y la constitución, por exhibir a los senadores que votaron contra su deforma eléctrica y al hacerlo violar el artículo 61 de la constitución, por ofrecerle al papá del senador Aysa una embajada a cambio de su voto por la reforma eléctrica, por generar electricidad y petróleo con el carbón de sus empresas de la 4ta transa y de su compadre con compras por asignación directa por más de 358MMDP al mes, por qué no hace nada por las desapariciones de mujeres y hombres y dando orden de encubrirlos, porque la ex candidata de morena a gobernadora de N.L. es miembro de una red de trata de mujeres a EU para esclavas sexuales y pornografía infantil, por haber gastado miles de millones en las bodas de sus hijos ninis y por el nepotismo de que uno de sus hijos viviera en Houston por los contratos al dueño de Deere Park, por llevarnos a un régimen neo socialista y para lo cual necesita al ejercito, así que construye una central avionera y las ganancias decreta dárselas al ejercito.

https://
fb.watch/
bWreaWS3Br/

No hay dictadura sin el apoyo del ejercito.

https://
www.facebook.com
/17853721002/
posts/
1015859469562100
3/

https://
www.forbes.com.m
x/
lukoil-compra-pe
trobal-50-proye
cto-extraccion/

https://
www.jornada.com.
mx/2021/12/19/
opinion/015a2pol

https://
elpais.com/
mexico/
2021-03-24/
filtrado-un-vide
o-de-la-candida
ta-de-morena-al
-gobierno-de-nu
evo-leon-con-el
-lider-de-la-se
cta-nxivm.html",Universal
4299,"Es atribución del gobierno federal las concesiones, no del estatal",Universal
4300,"Así es el INE, manda",Universal
4301,Cuál desarrollo?,Universal
4302,Las minas de oro dejan a las comunidades más pobres y más contaminadas de lo que estaban antes de las minas. Eso es lo que debería de ver el kks y no tratar de apoderarse del INE. #ElINENoSeToca.,Universal
4303,KAKAMAN ÉL INSERVIBLE ÉL PEJESTORIO GANSO COMO ANILLO AL DEDO TODOS LOS MALES Pará ÉL RETRÓGRADA OBSOLETO DEMENTE MITOMANO FARSANTE FRACASADO FALLIDO PRESIDENTE Más P3ND3JO y PAYASO Jamás VISTO En La HISTORIA de MÉXICO Sus ESTUPIDEZES y P3ND3JADAS Son INFINITAS,Universal
4304,Todo empieza en ese país feo y de ahí lo distribuye a nivel mundial...,Universal
4305,"Otra jalada, ahora queeee?, volver aterrorizar a la gente? Infelices desgraciados",Universal
4306,...decian que jalarle el cuello al ganzo muy seguido te podia dejar ciego...,Universal
4307,Ya salió otro virus zombie que no se podrá atender con nada porque como ea Zombie y estamos en el siglo 19 dodne no hay medicamentos pues nos van a volver a encerrar y a matar a otros miles con el mismo cuento que no hay medicamento.,Universal
4308,"Y la que sigue es la peste, y de cual sigue.?🤔🤔🤔",Universal
4309,"Oh shit, here we go again",Universal
4310,"Ya no mamèn cón sus pedejadas,",Universal
4311,Lord montajes 🤣😂🤣😂,Universal
4312,"En México existe la H5N2 y H7N3, afortunadamente
no es zoonosis.",Universal
4313,🤣🤭😂,Universal
4314,Me canso ganso....,Universal
4315,Ave María purísima🥹,Universal
4316,"Que le pase ,en mi casa y con mi gente , bien bien bien",Universal
4317,✊🏻,Universal
4318,More Gore Salas,Universal
4319,Jijo ela v,Universal
4320,🙄,Universal
4321,Carlos Armenta Luna,Universal
4322,Gabriella R Sanchez,Universal
4323,Hay k regar cal en los patios y limón al agua k los animales toman .mucho limon al agua,Universal
4324,Cuarentena aquí vamos de nuevo.,Universal
4325,tra vez los chinos 🤦‍♂️,Universal
4326,Así terminará su eq de sonido,Universal
4327,"El CIRQUERO de palacio mensionas cada que puede que la inseguridad está a la baja, a la baja y todo lo demás a la baja también, el tiene otros datos y es abrazos y regaños con abuelitas y mamás para coscorrones, así que no pasa nada en México",Universal
4328,Es culpa de los neoliberales. Por eso les robaron. Genaro García Luna fue el artífice del Robo. 😂😂😂😂😂😂,Universal
4329,"Hay quienes se burlan, pero el dia que se meten a sus casas y las saquean, son los primeritos en llorar.
Es lo mismo, fueron años de adquirir equipo para tenerlo actualizado.",Universal
4330,"Muchos se burlan, pero cuando les pasa, ahí andan llorando.

Que más da si son ""cantantes"" o no; son personas que están viviendo la inseguridad del país.

Que lamentable.",Universal
4331,"Y la gente se burla de esto ... Pero hay que les roben 5 pesos y andan llorando, aunque no te guste la banda, eso habla de la delicuencia en el pais",Universal
4332,"Cantan tan feo, que favor que nos hicieron.",Universal
4333,"No entiendo porqué hay reacciones de diversión. Les guste el grupo o no, es un robo, no encuentro la gracia en la desgracia ajena.",Universal
4334,Vayan a los tianguis aledaños ahi va a estar completito.,Universal
4335,Pregúntele al los Sonideros del Edo de Mexico....,Universal
4336,Usen el detector de metal perros para sus instrumentos...,Universal
4337,Ya les pasó a los tacuvos también y nadie hizo absolutamente nada,Universal
4338,"O sea, se robaron los discos y grabaciones de los otros grupos que ellos interpretan??",Universal
4339,"Vayan a preguntar a Sonido Fania, chance ellos se encontraron por ahí su equipo extraviado 😅",Universal
4340,¿Que pedo con la r@z@ que le da me divierte? No mamen no es divertido que te roben tu herramienta de trabajo...,Universal
4341,"Bueno los rateros han favorecido al publico, pues es un grupo bastante gacho, que no han aportado ni aportaran nada a la música.",Universal
4342,"Que raro que otra vez en #Puebla
Igual que a Café Tacuba...!!!

El robo de equipo está durísimo en #Puebla",Universal
4343,Todo aquel que se manifieste contra el Tren del Capricho... es solo una advertencia. Así...,Universal
4344,"Que mal lo que les pasó! Pero es que al circular esas carreteras ellos jugaron con fuego y a los ladrones les encendieron su corazón , y ahora que el equipo los ladrones tienen seguro están quemandose de amor!",Universal
4345,Pos no que el país está en paz. Y feliz feliz feliz. !!!!,Universal
4346,Fué un favor a la humanidad son pésimos músicos !!!,Universal
4347,Le hicieron un bien a los Poblanos 🙏🏽🫱🏻‍🫲🏽,Universal
4348,"Musicalmente no será el mejor grupo y se respetan los gustos, pero que mal estamos como sociedad, hacernos los graciosos 😁 con estas cosas, hasta que nos pasa ahí andamos llorando, o diciendo toda vía no te tocaba... Cuando nos matan a los familiares o les roban. 🤬🤬🤬😡😡😡🥺🥺🥺",Universal
4349,"Faniaaaa, Faniaaaa, Faniaaaaa y el famosooo... 🫣🫣🤭🤭🤭",Universal
4350,Acusen a los ratas con sus abuelitas chanse y les regresan el equipo robado y se pueden presentar a tiempo en la feria🙄🙄🙄🙄,Universal
4351,"Íbamos todos en el coche, siiiii Yaaaaa lo veía venir!",Universal
4352,"No se los devuelvan, el mundo se los agradecerá",Universal
4353,"Pero todo está requetebién, según el payaso de palacio….",Universal
4354,A Sonido Fania no les fue suficiente con los de Café Tacuba quiere armar algo más grande 😂,Universal
4355,"Eso no fue un robo. Fue un servicio a la nacion.
Héroes se les llama",Universal
4356,Gracias!! Así ya no cantarán por un rato,Universal
4357,"Que onda con esos que les da risa, enserio vivor en un pais donde no hay respeto y plagado de delincuentes es para reirse?",Universal
4358,Otra vez una historia parecida. Y bien que saben quiénes son los ratas,Universal
4359,"recuerden que los delitos están a la baja, 🤣🤣",Universal
4360,Que lo busquen con su detector de Metaaaal!!!!,Universal
4361,Les pasaron el detector de metaaaaal,Universal
4362,Fania lo vuelve hacer 😂😂😂,Universal
4363,Seguramente ya los tiene sonido Fania 97 ...preguntéles a ellos 🤣,Universal
4364,"Hay mucho cuatrero en la autopista entre cuacnopalan y Orizaba desde hace años. Esos tramos se manejan de día. Ni modo, a comprar más que lana les sobra y ahora sí; ""con detector de metal"" incluído.",Universal
4365,Por dentro siento que les hicieron un favor a los Poblanos y al mundo...,Universal
4366,Ya lo veía venir...,Universal
4367,Fania 97 lo hizo de nuevo 🤭,Universal
4368,Pregúntenle a sonido mafia!!!,Universal
4369,Busquen con el Sonidero Fania,Universal
4370,Que le pregunten a Fania Fania Faniaaaaa🤣,Universal
4371,El sonido fania ya quería actualizar su equipo de sonido🤭🤭,Universal
4372,"Busquenlo en unos meses , lo estará tocando un SONIDERO
😛😛🤭🤭",Universal
4373,Ya lo veía venir …,Universal
4374,Eso me pone triste y sentimental.,Universal
4375,Gracias a Dios de lo que se salvaron los Poblanos de escuchar esa espantosa música de mierda 💩,Universal
4376,Los ladrones hicieron una labor social,Universal
4377,Les robaron todo su maquillaje de Avon 😂,Universal
4378,"DEVUELVAN LAS PELUCAAAAAAAASS
!!!",Universal
4379,gracias Dios 🙏🏼,Universal
4380,Fue por el bien de muchos oídos en el mundo...,Universal
4381,Gracias a los que les robaron todo!!!!,Universal
4382,Pero si no hay delincuencia yo creo es solo para hacerse publicidad si en México no pasa ese tipo de delitos.,Universal
4383,Que ya no compren nunca mas 🙏,Universal
4384,"Por algo pasan las cosas, les hicieron un favor a la poblanos",Universal
4385,Eso ya es una señal divina que deben de dejar de hacerle al músico y dedicarse a otra cosa,Universal
4386,GENTE TRABAJADORA VÍCTIMA D LOS ABRAZOS AUTORIDADES AYUDA A ESTOS CHICOS ELLOS TRABAJAN,Universal
4387,Ellos se han robado muchas canciones y las han despedazado,Universal
4388,"Estamos tan mal que a muchos les causa gracia está situación.
Te guste o no el grupo, eso no es lo que importa, es la delincuencia que cada día está peor.
Vieron el video del asalto a la taquería?
Ya ni unos tacos puede uno comer a gusto.
Secuestros, asesinatos, robos, seguramente a ti que les da me divierte no te ha pasado , ojalá nunca te pase pero el hecho de que no te esté pasando a ti, no quiere decir que no esté pasando y afectando a muchas personas.",Universal
4389,"...les falló el ""detector de metaaaaaal""",Universal
4390,No son los bukis,Universal
4391,Si se publicará a toda la gente que han robado en autopistas y carreteras de México no alcanzarán los encabezados de estas pinches publicaciones guarras del grupo más caduco.,Universal
4392,"Todo por no poner ""el detector de metaaaaal""",Universal
4393,"No es nuevo el robo en ese tramo carretero y todos saben quienes son , y hasta los protegen",Universal
4394,"Que no es noticia pasada?, Y después encontraron su equipo a un grupo sonidero de la cdmx?",Universal
4395,Gracias…. A los ladrones muchas gracias por dejar a estos sin su “música” 😂,Universal
4396,Que bueno porque cantan horrible!!!,Universal
4397,*SONIDO FANIA,Universal
4398,Ahora que pongan un Detector de metallll,Universal
4399,Qué mala onda 🤦‍♀️,Universal
4400,"Más bien, se las escondieron para que no hagan escándalo con su ruido basura, porque música no es 😂🤣👍🏻😂🤣",Universal
4401,"Viva MÉXICO, el país donde no pasa nada! 😂",Universal
4402,Da lastima vivir en este pais donde vives con la inseguridad y violencia todos los dias😔😔,Universal
4403,Que suerte los que van a ir a la feria de Puebla.,Universal
4404,Les aplicaron la del detector de metalllll,Universal
4405,Otra vez va a estrenar Sonido Fania 97 🤣🤣🤣🤣🤣,Universal
4406,"Que mal...apenas presentaciones que empiezan ..afectan al grupo y a todo su staff...insegur
idad por todos lados",Universal
4407,"Aunque son pésimos, que mala suerte",Universal
4408,"No sé, suena a que estuvo puesto. Y casualmente no llevaban seguridad para custodiar?",Universal
4409,Esos de Sonidero estrenarán equipo new,Universal
4410,Que raro ai no hay gente que le guste lo ajeno,Universal
4411,Ya le hacía falta cambiar a los de Fania 97,Universal
4412,"No mames, se van a perder de un icono de nuestra cultura, de seguro es culpa de AMLO, hay que hacer algo, la gente de Puebla no se puede perder de tan magno evento...... Propongo qué los qué cantan en transporte público, se unan donando sus bocinas...",Universal
4413,Gracias a los ladrones la Feria de Puebla se salvo de escuchar esa basura😆,Universal
4414,Señooooooooor me has mirado a los ojos !!!! Gracias por darnos tanto rateros de instrumentos,Universal
4415,Cuando vean de Quien era seguro los tiran por ahi 🤣🤣😂😂😂😂😂 eso y la musica de bad bunny es lo mismo🤣🤣🤣😂😂😂😂😂😂,Universal
4416,De plano!!,Universal
4417,"Otro hecho por demás lamentable; pero no hay de que preocuparse, el KK’s los va a acusar con sus abuelitas y de seguro recapacitan y devuelven el botín a este grupo musical.",Universal
4418,Fania 97 no tienes llenadera,Universal
4419,¿Y el detector de metaaal?,Universal
4420,"Aaaaa pero noooo en puebla no hay delincuencia,no
mamn desde la caseta de San Martín hasta la Esperanza que dios te bendiga a cualquier hora",Universal
4421,"Seguro se los regresarán, pienso que solo lo hicieron para que no llegarán a contribuir con su porquería.",Universal
4422,DIOS NOS CUIDE REZOS POR MEXICO SE HAN DESATADO MUCHA VIOLENCIA,Universal
4423,"Gracias, le hicieron un favor a la gente de México.",Universal
4424,"Aquí no te roba morena,la alcaldesa te roba de otra manera, están robando como no se puede decir de otra manera, están cobrando 200.00por cada negocio ya sea quien venda dulces y refrescos en casa en donde venden antojitos para recoger la basura,imaginec
en cuántos negocio pequeño hay en Veracruz, no son miles de pesos son millones, pero ella no tiene la culpa sino el alcalde (su esposo)",Universal
4425,Otra vez 🤦🏻‍♂️ cuántos más Sonido Fania 🤷‍♂️,Universal
4426,"No dijo su pejestad que el sargazo no era ningún problema, que solo con barcas quw lo recogiera bastaba? La realidad sigue alcanzando a este gobierno de chiste.",Universal
4427,"Da pena pero es lo más correcto aceptar que si antes estaban ya mal la Secretaría de MARINA & SEDENA pero ahora es una pena ver la porquería que están haciendo estos mandos carentes de carácter y criterio propio para actuar de inmediato en favor de su país ... Pero no resulta que tanto el secretario de MARINA & SEDENA son y están solo de adorno... Por eso todo se les esta saliendo de las manos ... En fin así quedan 🤡 en todo lo que deben combatir no pueden con algo como lo que es el sargazo menos podrán con la delincuencia organizada.

🤡 es lo que son 🤣🤣🤣🤣",Universal
4428,"El sargazo es el problema menos importante la violencia, inseguridad y narcomenudeo esos sí son problemas graves qué deberían atacar y ataca directamente a los turistas",Universal
4429,"q el kks envié una carta a quién esté enviando el sargazo a nuestras playas pidiendo una disculpa y q haga una consulta con cargo al INE para saber q hacer, asunto arreglado",Universal
4430,Apenas … ya tiene bastante esta situación 🤡💩,Universal
4431,"Otro problema que ya saben quién minimizó cuando empezó, tipo pandemia...",Universal
4432,Hasta ahora??? desde el 2019 se le informo al Gobierno Federal sobre la problemática del sargazo y las afectaciones existentes .,Universal
4433,"Entre el zargaso, la devastación de la selva, la contaminación de los cenotes, el tren Maya, los hoteles arrojando sus aguas negras al mar. Este paraíso bendecido sobre explotado desde los 70s ya lo acabaron, el control del hombre sobre la naturaleza nos está cobrando una factura enorme, y no nos va dar otra oportunidad hasta que los explotadores dejen de meter mano en bosques, mares y selvas!",Universal
4434,"Ja dirá que la culpa es de los neoliberales!! Jajajaja solo hay que decirle si abuelito jajajajajajaa #AMLOTraidorALa
Patria",Universal
4435,Por el amor de Dios! El Secretario de Marina alarmado por el sargazo? La violencia para él ha de estar en último lugar.,Universal
4436,"Morera NO SABE GOBERNAR
No pueden con el sargazo,. Y ahora menos con el hambre que se nos viene",Universal
4437,"A pero a todo le quitaron el presupuesto o anularon fondos, etc. Y además desaparecieron ese dinero.",Universal
4438,"Por un momento creí que hablaban de la inseguridad, pero ""NO"", era del sargazo 🤷🏻‍♂️",Universal
4439,"Ok
El sargazo es un problema
Y la inseguridad y la violencia
Cuando??
O acaso no es un problema nacional",Universal
4440,"El tirano macuspano iba a acabar con el problema enviando unos barquitos...era
su solución. Como todo lo que se le ocurre, falló y seguirá echando culpas",Universal
4441,Esto pasa a poner el medio ambiente en el fondo de nuestra atención.,Universal
4442,Será más peligroso que la delincuencia en todo el país????????,Universal
4443,Por que no han esos ambientalistas de Derbez y el otro peludo a limpiar las playas,Universal
4444,"Si pero ustedes sigan construyendo cosas que para eso los adiestró el KKS, no perdón López Doblador 😹😂😹",Universal
4445,"Y es el sargazo lo que mas les preocupa?a mi tanta violencia desapariciones,
apatia de las autoridades,rec
orte o extincion de recursos y ufff y aparte nuestras fuerzas armadas haciendo funciones de obras publicas .",Universal
4446,"Se preocupan mas por el sargazo en el caribe pero no hablan de las ejecuciones, las desapariciones,
los secuestros y todos los delitos que en verdad importan y afectan a la poblacion civil, ¿porque el presidente no visita Michoacán, Tamaulipas, Guerrero? Entre otros porque sabemos que a Sinaloa si va y saluda a la mama del Chapo, ademas tanto que criticaba a Calderon por sacar al ejercito a las calles y ahora lo usa para todo😂😂😂😂",Universal
4447,Que el mesías haga croquetas pars sus focas aplaudidoras con el sargazo y les diga que es alimento vegetariano,Universal
4448,AMLOCO hace 3 años dijo QUE NO ERA UN PROBLEMA GRAVE.,Universal
4449,sargazo neoliberal que esta en contra de la 4T como no salio en los otros sexenios hahahhahaha,Universal
