,Comments,Origin
4227,Ya alucina esta mujer!,Milenio
4228,Así le hubiera dicho también a Luismi 😂😂 jajaajajaja,Milenio
4229,Chayanne salió ganando 🤣🤣,Milenio
4230,Y su fue cierto... Ahora a de pensar Chayanne de que me salve! Jajaja,Milenio
4231,Ahora siiiiii se pasó 😂😂😂😂😂😂pobre🤦‍♀️,Milenio
4232,"Yo lo dudo pero bueno ella sabrá,lo único es que ahora quisiera ella que la volteara a ver chayanne 🤣🤣",Milenio
4233,Esa mujer ya sufre demencia senil,Milenio
4234,Hasta Chabelo es un bebé para Lucia 😭,Milenio
4235,Mmm y hoy como se encuentra ese bebé y ella parece un robot..,Milenio
4236,Ay nooooo 🤦🏻‍♀️😂,Milenio
4237,"A lucy de ese banquete te salen granos en la lengua
Ya quisiera jajaja",Milenio
4238,"Jajajajjaajajaj
ajajajajaajajaj
ajajajajaaajaaj
esta señora y sus delirios 🤪",Milenio
4239,Ella era muy bonita,Milenio
4240,Está delirando Lucia jajajaja,Milenio
4241,Le está afectando demasiado la vejez a ella y no puedo imaginar la cara de Chayanne al darse cuenta de lo que dice jaja está solaa🤣🤣🤣,Milenio
4242,"En pocas palabras y para ser mas diplomaticos...
.no le llego al precio $$$ por sus servicios
😂🤣😅",Milenio
4243,"Mmmm, algo no me cuadra, dice que él tenía 17 y ella 30, la diferencia son 13 años, pero después que ella tiene 62 y él 53, son 9 años de diferencia, QUE ALGUIEN ME EXPLIQUE !!!",Milenio
4244,Según a Luis Miguel rechazó y a chayane también ? No lo sé rick,Milenio
4245,Y no dijo cómo la rechazo uno de los Capetillo,Milenio
4246,Ella les hacía la primera comunión.a todos los morros del ambiente. Falte yo. Jajaja,Milenio
4247,Esa mujer desde siempre en las drogas vieja loca ya no sabe cómo estar en los medios 😡😡😡😡😡,Milenio
4248,"Ella tenía 30 años cuando anduvo de novia con Luis Miguel
Y no dudo que Chayanne a los 17 años pudo haberse sentido deslumbrado por ella, porque a esa edad estaba muy bonita
Ella le quedó el recuerdo nomás de cuando levantaba pasiones
Ya ahora pues no, con tantas operaciones y como se fregó la nariz por tanta droga.
Y sin embargo Chayanne a sus 53 años sigue siendo un hombre guapísimo",Milenio
4249,Jajajajaja le queria preguntar la hora o donde esta el baño y esta se voooolooooo,Milenio
4250,Antes de cantar la canción de Lo dejaría todo......pero dice cuando el tenía 13años a el lo dejaron q xq era muy chiquito,Milenio
4251,"Está señora esta bien mal. Según ella, todos estaban enamorados, jajajajajajajaj
aja, se parece a una vecinita toda gorda y escandalosa que dice que todos quieren con ella, jajajajajajajaj
aja.",Milenio
4252,"Pero bien qye se chingo al dienton con 16 años y ella de 35 , hasta hizo que se le saltaran más los dientes 😂😂😂",Milenio
4253,Jajaja como su pleito con Madonna!,Milenio
4254,I'm gonna call my lawyer... Atte. Lucía Méndez,Milenio
4255,Jajajajajaja ay no al paso que va va a decir que también rechazo a Ari Borovoy,Milenio
4256,"Ay no por dios!, que alguien le de su medicina a la señora!!",Milenio
4257,Que simpática es.... y si lo que cuenta fuera realidad me caería mejor,Milenio
4258,El cuenta esa anécdota en un concierto...no sabía q hablaba de Lucia Méndez,Milenio
4259,"Ganas tuvo, tiene y tendrá mi ""Madonna me dijo ¡PARATE!"" 🤣",Milenio
4260,Lo que provocan la demencia senil 😂😂😂😂,Milenio
4261,Y ahora que le diría CHAYANNE . No agarro ruquitas . .,Milenio
4262,Pero si se hecho a Luismi siendo un pollito 😂😂😂,Milenio
4263,Ahora es una momia,Milenio
4264,Saco el bastón y lo corrió🤣🤣🤣,Milenio
4265,Ahora CHAYANNE SE VE DE 30 Y ELLA DE 90,Milenio
4266,🤣😁🤣 Q SIGA SOÑANDO A HORA RESULTA Q TODOS LOS ARTISTAS DE ESA EPOCA QUERIAN O TUVIERON Q VER CON ELLA 🤣😁🤣,Milenio
4267,🤣🤣🤣🤣🤣🤣 Pero luismi no estaba chiquito 😂,Milenio
4268,Pobre señora y sus alucinaciones,Milenio
4269,"“perdon doña báscula""!!.. los pesaba para antes de salir con ella....😁",Milenio
4270,Aaaay paaaarfavor todas las estrellas querian con ella 🤦 desperta luciita en esa epoca habian mujeres actrices y cantantes muy muy hermosas y tu no eras la unica querida .... Ni la ultima cocacola del refri,Milenio
4271,Cosas que no pregunté,Milenio
4272,Ahora esta muy viejita,Milenio
4273,Soñar no cuesta nada,Milenio
4274,Favor que le ISO a chayanne,Milenio
4275,Otra inventada 🤣🤣🤣,Milenio
4276,"No cabe duda que ya envejecio, los años no perdonan aunque gaste en cirugias, Chayanne es bello por dentro y por fuera, ahora se a de reír 😀 de sus desaciertos .jiii jii",Milenio
4277,Hera muy bella ylacirugia la hiso verce fea,Milenio
4278,Y también se quedó sentada o le hablo a su abogado ? 🤔,Milenio
4279,Lionel Hutz redactó este copy.,Milenio
4280,Brincos diera La Méndez jajajajajaja Sería al revés ella quería y la mando a volar Jajaja,Milenio
4281,Jajajajaja esta Doña,Milenio
4282,La edad ya 😂,Milenio
4283,Y a poco Luis Miguel ya era muy grande?,Milenio
4284,Ya estaba muy aplaudida,Milenio
4285,Ahora ella es una deformidad y El....enterito,Milenio
4286,Y ahora es un muñecote!!,Milenio
4287,Jajajaja y más jahahahaha pobre ilusa,Milenio
4288,"Ya que le traigan una silla a esa señora para que ya no se vuelva a parar, o ya que alguien le eche cal...",Milenio
4289,"😂 Esta mejor la Anécdota de 😘 Lucía Méndez con Luis Miguel 😉 ☀ 😊 😎 Pero pues cada quien 💅
#ComoDishe",Milenio
4290,Loulou Hern también lo rechazó.,Milenio
4291,"Top fan
De La Cruz R Luz",Milenio
4292,Jaime Velazquez,Milenio
4293,Andrea Ema Aguilar,Milenio
4294,Karmen Yvonne,Milenio
4295,Lumary Rodriguez Rivera,Milenio
4296,Karmen Yvonne,Milenio
4297,Susana Hernandez,Milenio
4298,Karmen Yvonne,Milenio
4299,Moreno Piel Canela,Milenio
4300,🤦‍♀️🤣🤣🤣,Milenio
4301,🤣🤣🤣😂😂😂,Milenio
4302,Karmen Yvonne,Milenio
4303,Rouss Galindo,Milenio
4304,Erika N. Avila Nares,Milenio
4305,Olivia Soto Manrriquez,Milenio
4306,Norma Blanco,Milenio
4307,Leonel Canul,Milenio
4308,Salinas Tovalin JC,Milenio
4309,Lolita Medina,Milenio
4310,Arnoldo Guzman Bolaños,Milenio
4311,"👉👉👉🤣😂🤣😂🤣👈👈
👉👉👉🍺🍺🍺🍺🍺👈👈
👉👉👉🤣😂🤣😂🤣👈👈",Milenio
4312,🤣🤣🤣🤣😂😂😂😂🤣,Milenio
4313,😂🤣,Milenio
4314,😂😂😂,Milenio
4315,😂🤣😂🤣😂🤣,Milenio
4316,Adriana DE Paz Valdez,Milenio
4317,🤣🤣🤣🤣,Milenio
4318,Jajajaja se alucina feo esa señora!!!,Milenio
4319,CHAYANNE,Milenio
4320,Luis Rodas,Milenio
4321,😂😂😂😂,Milenio
4322,Yo supe que johny laboriel la rechazo a ella😨,Milenio
4323,"Que Que estas loca, Chayane es mucho para ti.",Milenio
4324,Eso dice ella por que chayane no a abierto la boca. Y que se debe q ella salga con eso ahora. Que beneficio tiene.,Milenio
4325,Si se echo a Luis Miguel cuando el tenía 17 años. Y nadie hace escándalo!,Milenio
4326,Jajajaja o sea ella se cree todavía una diva 😂😂😂😂😂😂😂,Milenio
4327,"Las autoridades deberían exijir al vecino que pague esa cirugía ni en la cárcel esta el tipo, valen madre",Milenio
4328,"Este caso salió en las noticias, que lamentable que una vez más se demuestre la incompetencia de nuestras autoridades",Milenio
4329,Y como siempre el culpable libre esto lo tiene que pagar el que lo lastimo no tenia porque ensañarse de esa forma tan brutal pero con la impunidad de las autoridades ahi esta solo,Milenio
4330,Que lo pague el vecino reparación de daño,Milenio
4331,En el nombre de Dios los ba arrecojer,Milenio
4332,"Que triste caso !! Se exige justicia ,el vecino a la cárcel y la reparación del daño!!!",Milenio
4333,Y el vecino agusto,Milenio
4334,🙏🙏🙏,Milenio
4335,"Pues que pague el vecino 🙄 , las leyes en mexico son un chiste",Milenio
4336,Que Dios lo bendiga.,Milenio
4337,.,Milenio
4338,.,Milenio
4339,Y de seguro está en libertad la responsable. Como SIEMPRE,Milenio
4340,Espero y le hagan justicia,Milenio
4341,"Salió este caso en las noticias fue terrible la agresión y enfrente de su hijito, y las leyes mexicanas, el influyentismo y la corrupción? Espero de corazón este hombre recobre la movilidad y su vida",Milenio
4342,Y que esperan para que pague económicamente esa beeestia humana que lo agredió??? Y carcel inmediata,Milenio
4343,Maldito miserable lo pagará con uno de su familia peor le va ir eso no se le hace aún ser humano y todo x un maldito perro,Milenio
4344,"Debe demandar al vecino que le.quiten lo que tenga, se remate y sw cure",Milenio
4345,Pues por ley el vecino delincuente debe de pagar gastos y prejuicios causados,Milenio
4346,Qué vergüenza de sistema judicial,Milenio
4347,Es dificil y no tienen garantia,Milenio
4348,Vecino hdspm,Milenio
4349,Ella canta maravilloso muy luchadora en su profecion dios la vendiga,Milenio
4350,"Ésta muchacha si está bonita, la otra parece topo, tiene los ojos muy pequeños",Milenio
4351,"UNA NIÑA HERMOSA,SENCILL
A Y MUY PROFESIONAL.",Milenio
4352,Ella es mucho mejor que Ángela pero no tiene el mismo apoyo!!,Milenio
4353,Ahora resultaron todos muy talentosos ja ja ja ja,Milenio
4354,Yo no se quies es ella nunca la e hoido cantar,Milenio
4355,Canta mucho mejor que Ángela 🤠,Milenio
4356,Canta hermoso como flor silvestre,Milenio
4357,Canta Puro cover,Milenio
4358,Hermosa y muy profesional y sobre todo canta hermoso! Sigue siendo humilde!! Xq Angela ya perdió la humildad! O mejor dicho nunca la tuvo!,Milenio
4359,Para hacer una gran cantante hay que tener siempre los pies en la tierra la humildad que caerle bien al público por quién se merece un respeto y siempre va apoyar a los artistas ese es el método más sencillo de un artista y cantar bien obvio tener éxito saludos,Milenio
4360,"Excelente ,canta muy bien.",Milenio
4361,Yo a ella no la conozco Angela Aguilar canta muy bien,Milenio
4362,Más guapa que la prima Ángela y linda voz,Milenio
4363,Muy bonita y excelente voz como su Abuelita Bendiciones...,Milenio
4364,Hermosa voz.. ÚNICA..,Milenio
4365,Ella canta como su abuela,Milenio
4366,Pues que le ponga ganas y se de a conocer por sus méritos y no que siempre sea “la nieta de tal o cual “,Milenio
4367,Tu tambien cantas bonito felicidades,Milenio
4368,Ross Rodríguez,Milenio
4369,Es la mejor💯👋👋👋 y mejor dicción que Ángela Aguilar 🤮,Milenio
4370,Canta más bonito que Angela,Milenio
4371,"Me gusta mucho como canta y logrando sola lo que quiere, no necesita que alguien esté atrás de ella como su prima, bien Majo y a seguirle",Milenio
4372,Rubicelia Lara Pacheco,Milenio
4373,"Linda es idéntica a la abuela cuando joven.
Una belleza única.",Milenio
4374,Canta muy bonito ami me gusta mucho,Milenio
4375,Por que no claro que puede 👏🏻👏🏻👏🏻 adelante tiene todo para triunfar suerte 🍀👍🏽,Milenio
4376,Que guapa niña,Milenio
4377,Eso es todo,Milenio
4378,Legado,Milenio
4379,Roberto Barragan,Milenio
4380,Canta muy bonito,Milenio
4381,Esta niña canta hermoso¡¡¡,Milenio
4382,Me vengo enterando de sus intenciones musicales y también de su existencia. ..,Milenio
4383,Pero la sencillez no la tiene es una narcisista que siente que es de linaje único y es la artista esperada cuando imita a Selena no le llega ni a los talones..puede ser grande pero así no,Milenio
4384,Con esas palancas como no va a triunfar para que necesita dinero si ya lo yienen,Milenio
4385,Ella se ve más sencilla y mas profesional que la 🤡 de Angelica,Milenio
4386,Me cae mejor que la otra chamaca 🥴,Milenio
4387,Trabájeles mijita y dígale a su papá que la Apollo cómo Pepe spills s du hija,Milenio
4388,Ya basta! Otro!,Milenio
4389,Hermosa voz diferente mejor q muchas empezando con las d su fam y creo menos creída,Milenio
4390,Que acaso no lo hace ya Angela Aguilar?,Milenio
4391,"Otra ,",Milenio
4392,José Luis CR,Milenio
4393,D quien es hija ????,Milenio
4394,Que canciones canta?,Milenio
4395,Mago es mucho mejor que Ángela pero no tiene el mismo apoyo!! Que triste ca nta mucho mejor,Milenio
4396,Cómo canta ella?,Milenio
4397,Cookies Vega,Milenio
4398,Ojala se porte bien y no haga papelones como angela😨,Milenio
4399,"Ahí no matan, ahí te inyectan",Milenio
4400,"Eso fue en los 90', con VIH",Milenio
4401,"Muy sabrosos
Los recuerdo",Milenio
4402,Aun los recuerdo muy ricos,Milenio
4403,Aun los recuerdo..!,Milenio
4404,Rocio Franco,Milenio
4405,Que vuelvan a hacerlos muy ricos y distintos a los demás,Milenio
4406,Aca en malpaso los traian,Milenio
4407,Ya lo dijo Einstein.. la stupds humana,Milenio
4408,Está bien era lo que quería,Milenio
4409,Awebo que fue a morir. Sino es halo o call of duty.,Milenio
4410,Pobresitos americanos solo con ejércitos débiles en armamento ellos son super poderosos... Con papá RUSIA no se topan,Milenio
4411,"Muchos mercenarios que ya murieron en ucranianazi, estaban convencidos que seria como ir a matar civiles a Irak😀😕 los primeros no duraron ni 20 minutos😀",Milenio
4412,de seguro era jugador de free fire,Milenio
4413,Penso que era una película como las de su país jajajajajajaja,Milenio
4414,Seguro jugaba call of duty todo el día y pensó que con eso era suficiente para irse a la guerra jajaja jajaja,Milenio
4415,Bueno pues un idiota belicoso menos en el mundo...🤔,Milenio
4416,Era un loco con ganas de matar y él resultó muerto. A ver si otros se lo piensan mejor,Milenio
4417,"Por eso la urgencia, vacunacion masiva",Milenio
4418,Ah pero hasta se daban el lujo de batear gente y poner peros el año pasado,Milenio
4419,Con razón ! 😂😂😂😂,Milenio
4420,👏🏼👏🏼👏🏼👏🏼👏🏼,Milenio
4421,ESE GOBIERNO D MORENA ES NEFASTO NUNKA VACUNARON Y RESULTA Q VAN Á CADUCAR MILLONES D VACUNAS YA ALA CARCEL GATEL,Milenio
4422,Pésima estrategia !!,Milenio
4423,"Jajajajaja ni a la buena ni ala puerza voy aponerme ese veneno,aya los que se pusieron esa cosas no tardará verán las consecuencias,😟",Milenio
4424,"Esos chips de grafeno ýa no servirán como ""vacunas"", pero pueden usarse para laptops, celulares, televisores, electrodoméstic
os y otras porquerías digitales.",Milenio
4425,"Con razón, hasta te quieren poner una cuarta dosis.",Milenio
4426,Experimento caducado!! Que horror,Milenio
4427,YA CADUCADAS PARA Q VAN A MATAR O CONTAMINAR GENTE NO SIRUEN PARANADA ESOS D MORENA PURO PRIMITIVO ANALFABETA,Milenio
4428,No esperaba nada de ellos y aún así decepcionaron,Milenio
4429,:'c,Milenio
4430,"Jugaron contra Atlas, acaso???",Milenio
4431,A chivas lo dejaron jugar con 12 en un partido...,Milenio
4432,Que pasó aquí Ixchel Dmgz no fuera al Zaca porque les mete dos luego luego 😅,Milenio
4433,De todas formas no iban a ascender banda no se preocupen,Milenio
4434,"Cimarrones el atlas de la liga del olvido, digo de expansión!",Milenio
4435,🤬,Milenio
4436,Si la OMS es la encargada de divulgar esta nota. No lo creo!!,Milenio
4437,Eso siempre lo hacen para aumentar los precios del pollo y ya no bajarlos..,Milenio
4438,Sintomas de covid pero ya no va ser covid ahora influenza aviar,Milenio
4439,van a seguir jajaj,Milenio
4440,Ya que nos caiga un meteorito 😂,Milenio
4441,Nojoda me hubiera dado a mi tenia un pollo con una peste que pensé que se iba a morir dormía conmigo y lo tenía todo el día encima para curarlo Y no me dio ni pepita,Milenio
4442,🥴🤥 😂,Milenio
4443,Here we go... Again!!,Milenio
4444,@,Milenio
4445,*INFLUENZA*,Milenio
4446,xdxd pero como el gobierno es el q crea los virus y hace experiemtno con los animales porq se quejan xd,Milenio
4447,Ya al rato el mal de las vacas Locas,Milenio
4448,"MILENIO La influencia 👈aviar ya cuenta con 12 cepas registradas, significando una alerta de salud para la sociedad.( Perro oso el que edita we)",Milenio
4449,"Pues cuánta ""influencia"" tienen las aves...de qué partido serán milenio?",Milenio
4450,CTM,Milenio
4451,Ya es el colmo. 😂,Milenio
4452,Influencia aviar?,Milenio
4453,"Si leer ese artículo, debe ser cierto para ustedes😂😂😂",Milenio
4454,es mortal la gripe mutada en laboratorios de CHINA? pues si :V,Milenio
4455,"https://
www.francesoir.f
r/
politique-france
/
le-gouvernement-
va-lancer-une-a
pplication-dide
ntite-numerique

ATENCIÓN, ATENCIÓN‼️‼️

El ejecutivo francés prepara una aplicación de identidad digital cuya función sería facilitar el acceso a los servicios públicos y privados. La diputada RN al Parlamento Europeo, Virginie Joron, hace sonar la alarma: ""Nos dirigimos hacia una sociedad al estilo chino"". 👈

CUANDO A TU VECINO VEAS PELAR, PON LAS BARBAS A REMOJAR.👈

HAY QUE ESTAR PREPARADOS PARA ENFRENTARSE A TODO ESTO💪

HAZLES SABER TU RECHAZO‼️
MANIFESTACIÓN EL 12 DE MAYO 💪

📮ENCUÉNTRANOS EN :

📌TELEGRAM
https://t.me/
PADRESPORLAVERDA
D",Milenio
4456,Asi maten a los delincuentes no a inocentes pero a los malos les tienen miedo,Milenio
4457,"https://
fb.watch/
cJ6fyVdMhj/
Mi Hermano tiene 5 meses desaparecido los principales sospechosos son los de la GN hay videos que lo comprueban",Milenio
4458,"Una estatua de Amlitio Primero, emperador de México",Milenio
4459,"Pongan una Artiga ,para que se limpien el tracero con sus hojas ,todos los morenos e incluso su jefa .",Milenio
4460,"Pongan un sauce llorón, en homenaje al llorón de las mañanas...",Milenio
4461,Puros distractores y burlas y de los miles de muertos calladita.,Milenio
4462,"Que ATM. de entretienen, mientras los problemas crecen y se vuelven crisis.",Milenio
4463,En lugar de que pongan otra Washingtonia filifera,Milenio
4464,Sheinabum y Ebrarth estan preocupados porque una palmera y otras especies a plantar son más importantes y necesarias para la Cdmex. Que ellos mismos,Milenio
4465,Para continuar con la austeridad republicana pongan una de plástico.,Milenio
4466,Me parece bien el ahuehuete tiene mi aprobación saludos y para arriba,Milenio
4467,Pongan una maceta cualquiera y asunto areglado.,Milenio
4468,O sea que ella si perdió la revocacio de mandato y por eso le dieron flip un logro más de 4 t bravo haaa por eso andan sobre la selva maya,Milenio
4469,Que pongan uno de los miles que están talando en la selva MAYA en su honor por la destruccion !!,Milenio
4470,El que quieran pero cuídenlo..,Milenio
4471,"Perfecto, así los asaltantes le podrán robar también esa.",Milenio
4472,que acción tan bonita,Milenio
4473,.,Milenio
4474,.,Milenio
4475,.,Milenio
4476,"Q buen gesto,aquí no se trata de q si se la vuelven a robar o no,si no de ayudar a las personas q les es muy difícil comprar otra.",Milenio
4477,Yo creo que yo también me hubiera puesto a llorar de coraje porque con que trabajo se hace una de sus cosas,Milenio
4478,pos nomas con que no se la roben,Milenio
4479,Fue a mi fue a mi.,Milenio
4480,..,Milenio
4481,"Malditos pobre niña dijo q llevaba su tarea,muy bien por el empresario",Milenio
4482,Mejor deberían de buscar a la 🐀🐁🐀🐁🐀🐀,Milenio
4483,"¿Para que se la vuelvan a robar? 🤣🤣🤣.

No, gracias; mejor obséquienle una memoria USB extra para que respalde sus trabajos y la pueda guardar mejor en casa o, mejor aun, instrucciones para guardar en Google Drive o One Drive todos sus documentos.",Milenio
4484,Se la van robar después 😿,Milenio
4485,Que sea una laptop con c4 para que active cuando caiga en manos ajenas,Milenio
4486,"Ojalá y pronto sepan de ella, lo más seguro es que el ex tiene que ver en esto.",Milenio
4487,Diosito te piedad de esos papás que andá 😭🙏 busca de sus hijos que los encuentren bien,Milenio
4488,Ay Dios Que sea encontrada ella y todas las que están desaparecidas 🙏🙏🙏,Milenio
4489,Cuidense ahora es cuando la delincuencia está más activa y aprovechan para pasar desapercibidos y le echen la culpa a otras personas,Milenio
4490,Ahí una publicación de Tabasco donde mencionan a una Sra.parecida a ella que estaba en un hospital. Podrian buscarla puede ser ella. Dios primero regrese sana con su familia y mas por su hija.,Milenio
4491,Habían dicho que estaba en un hospital con lo del caso debani y áhy mostraron la foto de ella en el hospital,Milenio
4492,Espero que ya estén investigando a su ex pareja ….,Milenio
4493,..,Milenio
4494,🙏🙏🙏 ojalá y la encuentren.,Milenio
4495,Que busquen en el domicilio del ex,Milenio
4496,..,Milenio
4497,DIOS permitta pront la encuentren y con bien!!!🙌,Milenio
4498,"Por favor las personas que viven cerca sigan precionando alas autoridades y apoyen al sr no lo dejen solo, mientras los que estamos lejos apoyaremos compartido la publicación,gra
cias.",Milenio
4499,Que pida cámaras de seguridad...,Milenio
4500,🙏🙏🙏,Milenio
4501,N Edith Hdz de García,Milenio
4502,⚫,Milenio
4503,‼️‼️‼️,Milenio
4504,Milenio Gracias por tus noticias,Milenio
4505,De verdad albergo un rayo de esperanza de que aparezca viva,Milenio
4506,.,Milenio
4507,🙏🙏,Milenio
4508,.....,Milenio
4509,.....,Milenio
4510,.,Milenio
4511,Dios la regrese con bien,Milenio
4512,......,Milenio
4513,..,Milenio
4514,...,Milenio
4515,.......🙏🙏🙏,Milenio
4516,🙏,Milenio
4517,...🙏,Milenio
4518,.,Milenio
4519,Amalia Rios,Milenio
4520,.,Milenio
4521,Amalia Rios,Milenio
4522,...,Milenio
4523,.,Milenio
4524,Dios la bendiga.,Milenio
4525,...,Milenio
4526,Amalia Rios,Milenio
4527,.,Milenio
4528,Luz,Milenio
4529,"¿Por qué no exponen la foto, nombre y redes sociales de la ex pareja? Si lo vemos, lo denunciamos!",Milenio
4530,"Que pena , pero a Yolanda no le an dado la misma atención que a la Debanhi !",Milenio
4531,Ya envestigaria a papá de l bebé o al próximo nobiobolantes en las rutas k l trasbordaron algún lugar,Milenio
4532,Cuál es la diferencia entre Debani y ella? Porque a la primera le han dado tanta difusión? Porque a las demás ni siquiera atienden a sus familiares en las denuncias? Cuál es la diferencia?,Milenio
4533,"Ojalá y le pongan el mismo interés y apoyo como lo están haciendo con la chava que murió en Monterrey 🙏🙏🙏, y rogamos a nuestro creador que aparesca con bien",Milenio
4534,"Porque no denuncio el acoso? Nada de esto estaria pasando, si lo denunciara, pero muchas veces se quedan calladas por no tener problemas, pero el problema ya lo tiene y serio, el quedarse callada solo le acrecienta las oportunidades del agresor de lastimarla, solo les pido a las mujeres que alcen la voz y no permanezcan calladas y afronten el problema, los familiares que tengan conocimiento del hecho apoyen de manera activa y no nada mas escuchen y ya..., acompañenlas.",Milenio
4535,DIOS no permitas más personas desaparecidas tenpiedad de todos y que aparezcan con vida las desarecidas AMÉN,Milenio
4536,🙏,Milenio
4537,🙏🙏🙏,Milenio
4538,.,Milenio
4539,.,Milenio
4540,...,Milenio
4541,.,Milenio
4542,.,Milenio
4543,.,Milenio
4544,..,Milenio
4545,.,Milenio
4546,…,Milenio
4547,.,Milenio
4548,.,Milenio
4549,.,Milenio
4550,🙏🏼,Milenio
4551,..,Milenio
4552,.,Milenio
4553,..,Milenio
4554,....,Milenio
4555,...,Milenio
4556,..,Milenio
4557,.,Milenio
4558,.........,Milenio
4559,.,Milenio
4560,.,Milenio
4561,.,Milenio
4562,..,Milenio
4563,🙏🙏🙏,Milenio
4564,..,Milenio
4565,🙏,Milenio
4566,..,Milenio
4567,📢📢📢,Milenio
4568,...,Milenio
4569,..,Milenio
4570,....,Milenio
4571,...,Milenio
4572,.,Milenio
4573,🙏🙏,Milenio
4574,.....,Milenio
4575,🙏🙏🙏,Milenio
4576,....,Milenio
4577,....,Milenio
4578,....,Milenio
4579,🙏🙏🙏,Milenio
4580,...,Milenio
4581,.,Milenio
4582,😢🙏,Milenio
4583,.,Milenio
4584,..,Milenio
4585,..,Milenio
4586,Bienvenidos al barrio ese equipo mañana lo malvarata la banda x unas caguamas y un porro jajajajajaka,Milenio
4587,Jajaja,Milenio
4588,"Uy, Chalco... Mañana ese equipo aparece en un toquin los POLYMARCH",Milenio
4589,Sonido fania 97 ahí les hablan que donde esta su equipo.,Milenio
4590,"Les presto mis herramientas, palas picos escarbahoyos y machete",Milenio
4591,¿Héroes o villanos?,Milenio
4592,"Excelente, por que no cantan gritan",Milenio
4593,No me gusta su música pero no es justo lo que les pasó que Dios los bendiga y ojalá recuperen sus cosas,Milenio
4594,Luis Robles,Milenio
4595,Hector Enki Inn,Milenio
4596,Gracias espitirus!,Milenio
4597,Iñaki G. Frizzi,Milenio
4598,Héroes !!,Milenio
4599,"Geniall!!!!!!!!
!",Milenio
4600,Genial !!! Que ya no toquen esos weyes es más ni musica hacen,Milenio
4601,"Son buena onda las chavas, son de humor negro también, desde las hijas de la madre tierra",Milenio
4602,Siempre son muy pesados ese par de vatos,Milenio
4603,La misoginia no es propia de varones también puede venir de una mujer..!,Milenio
4604,Las generaciones de ahora son tan frágiles,Milenio
4605,"Karol es una baby en comparación de ellas, muchas generaciones de diferencia cualquiera de ellas podría ser la madre de Karol ☺️",Milenio
4606,"Pues esas 2no tienen porq humillar a nadie
Si su vida es todo un desorden.",Milenio
4607,Pues vergüenza les debería de dar a ellas que tienen invitadas con tanta diferencia de edad que ni sabía de lo que le hablan. Que se sigan riéndose que talento nunca les ha sobrado y el botox y los liftings tienen límites y fecha de caducidad. 🤷🏻‍♂️,Milenio
4608,Yo sé que es VHS pero no tengo idea quien sea Karol Sevilla...😅😅😅,Milenio
4609,ASCOO de Programa!!,Milenio
4610,A esta mona en su planeta la conocen.,Milenio
4611,Ella se humilla sola con su propio género musical😅🤣,Milenio
4612,A lo mejor no les hizo caso y por eso les hubiera dado un besito 😂😅😅,Milenio
4613,Siempre son groseras en su programa y se burlan mucho de sus invitados,Milenio
4614,son increíbles y a mi JOE la amo,Milenio
4615,"Lo que pasa que no soportaron la belleza de la niña por que es una niña alado de ellas..
Te felicitó por tan' humildad.",Milenio
4616,"Les recomiendo la entrevista que le hizo yordi rosado, ahi fue la primera vez que la escuche y muy buena onda, centrada y humilde la niña",Milenio
4617,Quien es Carol Sevilla y a qué se dedica?,Milenio
4618,Seguro No se quizo meter con ellas :(,Milenio
4619,Siempre son así en ese programa,Milenio
4620,NO SE METAN A LA CUEVA DE LAS 😂,Milenio
4621,Tan fácil como es. Se hubiera retirado del. Programa,Milenio
4622,Que se puede esperar,Milenio
4623,"Una cosa es el humor negro y otra cosa tratar mal a una persona. Pero su ego no es culpa de ellas sino de todo lo que las han elevado viendo sus programas. La fama no te da el derecho de hacer sentir mal a nadie. Y sobre el noviazgo de Karol, de mal gusto su comentario, es como si alguien dijera que son lesbia... nadamás para tener raiting.",Milenio
4624,Pues su forma de ser y tratar a la gente es lo que las ha mantenido en ese programa... Simplemente la chava invitada se dejó llevar y pues hasta una carcajada soltó.. no veo no ninguna falta de respeto..,Milenio
4625,"Mal plan de éstas dos, pero Monserrat peor que nunca, siente que no merece pisar el piso 🙄 muy soberbia su actitud, la chica se hubiera levantado y dejar este par de groseras y pedantes.",Milenio
4626,Quien no sepa que es un VHS denota una falta de cultura general. Así de simple.,Milenio
4627,"Este por de lagartos son pesadas y corrientes
Lo bueno que la niña ni caso les hizo eso fue lo que más coraje les dio ella a lo que fue.",Milenio
4628,"Como dijera Adela Micha ¡Groseras! Si Karol tiene 22; eso quiere decir que nacio en 1999, si sus padres la dejaron ver peliculas quizas tendra recuerdos de 2004, cuando ya existían las películas en DVD, es obvio que un Vhs, o un casette no lo topa. Señoras incultas, eso es lo que son. No hacen su trabajo antes de entrevistar.",Milenio
4629,"Que mal se vieron igual ya están grandes par hacerle eso a la gente, no saben que los papás de karol le batallaron para que ella siguiera su sueño de ser actriz y muchas veces la llevaba sin lonche a sus clases del cea, de verdad creen que tenía Videocasetera no manchen y si tuvo a ella no le tocó saber su función",Milenio
4630,"Creo que como figura publica estas expuesta a que te hablen como ellos quieren en una entrevista, así que bien por ella qué aguanto, lo que si es que no importa la edad que tengas si estas en el ojo publico debes saber algo de cultura general y eso aplica por lo del VHS",Milenio
4631,"Si son lesbianas que puedes esperar , no sé dónde se mantiene ese programa",Milenio
